Número de muestras,Mínimo (ppm),Máximo (ppm),Media (ppm),Mediana (ppm),Desviación estándar (ppm),Coeficiente de variación (%),Asimetría,Curtosis
2029,5,1000,71.64,70.0,56.05,78.24,4.37,49.81
